example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
10825,3,1cb5ae61301d481f95080b5faf264356,ok,how much CO2 do i emit with a 7 hour flight?,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,"as i've said, yes",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10826,7,1cb5ae61301d481f95080b5faf264356,ok,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,so everything I write is gonna be read by a bunch of researchers?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10827,4,1cb5ae61301d481f95080b5faf264356,ok,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,so everything I write is gonna be read by a bunch of researchers?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10828,4,2.45945E+15,I don't have to put up with any abuse from you.,Bernie madoff son of a bitch,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Donate this asshole,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10829,6,2.45945E+15,I don't have to put up with any abuse from you.,Bernie madoff son of a bitch,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Donate this asshole,CarbonBot,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
10830,8,2.45945E+15,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,Shiff is your daddy,CarbonBot,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
10831,6,2.45945E+15,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,Shiff is your daddy,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10832,7,2.45945E+15,I don't have to put up with any abuse from you.,How much,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,Explain,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10833,1,2.45945E+15,I don't have to put up with any abuse from you.,How much,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,Explain,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10834,7,2.45945E+15,I don't have to put up with any abuse from you.,I'm puking now,Good to know,Your lunch,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10835,6,2.45945E+15,I don't have to put up with any abuse from you.,I'm puking now,Good to know,Your lunch,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10836,5,2.45945E+15,I don't have to put up with any abuse from you.,Slut,I don't have to put up with any abuse from you.,Junky,CarbonBot,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
10837,3,2.45945E+15,I don't have to put up with any abuse from you.,Slut,I don't have to put up with any abuse from you.,Junky,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10838,7,2.45945E+15,I don't have to put up with any abuse from you.,So double fuck off thief,I don't have to put up with any abuse from you.,Yo mama did,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10839,4,2.45945E+15,I don't have to put up with any abuse from you.,So double fuck off thief,I don't have to put up with any abuse from you.,Yo mama did,CarbonBot,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10840,8,2.45945E+15,I don't have to put up with any abuse from you.,Yes you do bitch,ok,Go butt Fuck your mom,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
10841,5,2.45945E+15,I don't have to put up with any abuse from you.,Yes you do bitch,ok,Go butt Fuck your mom,CarbonBot,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
10842,8,2.45945E+15,I don't have to put up with any abuse from you.,Your mom does,I don't have to put up with any abuse from you.,So does your sister,CarbonBot,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10843,4,2.45945E+15,I don't have to put up with any abuse from you.,Your mom does,I don't have to put up with any abuse from you.,So does your sister,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10844,8,2.45945E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,fuck off you crooked bastard,I don't have to put up with any abuse from you.,So double fuck off thief,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10845,1,2.45945E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,fuck off you crooked bastard,I don't have to put up with any abuse from you.,So double fuck off thief,CarbonBot,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
10846,4,2.45945E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Does your dad still have sex with your sister,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking bitch,CarbonBot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
10847,5,2.45945E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Does your dad still have sex with your sister,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking bitch,CarbonBot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
10848,8,2.45945E+15,Will you be travelling in Economy Class?,In your mama's ass,I don't have to put up with any abuse from you.,Cunt,CarbonBot,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
10849,5,2.45945E+15,Will you be travelling in Economy Class?,In your mama's ass,I don't have to put up with any abuse from you.,Cunt,CarbonBot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
10850,7,2.45945E+15,so,Maggot,so,Just screwed your mom,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
10851,6,2.45945E+15,so,Maggot,so,Just screwed your mom,CarbonBot,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
10852,6,2.52932E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10853,7,2.52932E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10854,6,2.52932E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,Will you be travelling in Economy Class?,mostly,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10855,5,2.52932E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure,Will you be travelling in Economy Class?,mostly,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10856,2,2.6023E+15,I'm not sure about your departure airport.,las vegas wuhan,I'm not sure about your destination airport.,to chicago what can you do,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10857,3,2.6023E+15,I'm not sure about your departure airport.,las vegas wuhan,I'm not sure about your destination airport.,to chicago what can you do,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10858,6,2.62483E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You are buggy,I don't have to put up with any abuse from you.,You repeated the same message,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10859,2,2.62483E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You are buggy,I don't have to put up with any abuse from you.,You repeated the same message,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10860,3,2.62483E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You are buggy,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10861,8,2.62483E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You are buggy,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10862,5,2.62733E+15,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",sounds good restart Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10863,2,2.62733E+15,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",sounds good restart Hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10864,8,2.62733E+15,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10865,2,2.62733E+15,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10866,6,2.62733E+15,ok,"<span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 139]'></span>",ok,Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10867,1,2.62733E+15,ok,"<span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 139]'></span>",ok,Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10868,7,2.62733E+15,which city did I get wrong?,Los Angeles,Is one of these correct? ['Los Angeles International Airport LAX'],Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10869,5,2.62733E+15,which city did I get wrong?,Los Angeles,Is one of these correct? ['Los Angeles International Airport LAX'],Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10870,3,2.6896E+15,And what city will you be flying to?,san francisco piefgwngpiVNP,which city did I get wrong?,NEW YORK,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10871,5,2.6896E+15,And what city will you be flying to?,san francisco piefgwngpiVNP,which city did I get wrong?,NEW YORK,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10872,1,2.79728E+15,Will you be travelling in Economy Class?,yes,What city will you be flying from?,bogota colombia,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10873,2,2.79728E+15,Will you be travelling in Economy Class?,yes,What city will you be flying from?,bogota colombia,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10874,4,2.79728E+15,You can find out more about how offsets are calculated at <URL>,okay,ok,tell me a joke,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10875,8,2.79728E+15,You can find out more about how offsets are calculated at <URL>,okay,ok,tell me a joke,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10876,3,2.85766E+15,I'm not sure about your destination airport. And what city will you be flying to?,Stambul,I'm not sure about your destination airport. And what city will you be flying to?,Paris,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10877,4,2.85766E+15,I'm not sure about your destination airport. And what city will you be flying to?,Stambul,I'm not sure about your destination airport. And what city will you be flying to?,Paris,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10878,6,2.88816E+15,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes please,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes please provide me an estimate,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10879,5,2.88816E+15,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes please,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes please provide me an estimate,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10880,7,2.88816E+15,"Hi, thanks for testing! Please press start.",christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,5,2.88816E+15,"Hi, thanks for testing! Please press start.",christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10882,1,2.91829E+15,:-) Goodbye then!,good morning,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10883,7,2.91829E+15,:-) Goodbye then!,good morning,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10884,4,2.91829E+15,And what city will you be flying to?,auckland How do you know how much this emits?,I'm great! Thanks for asking.,That's not what I asked.,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10885,8,2.91829E+15,And what city will you be flying to?,auckland How do you know how much this emits?,I'm great! Thanks for asking.,That's not what I asked.,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10886,3,2.91829E+15,And what city will you be flying to?,i am not sure,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",i do not know the name of the airport in new york are you still there?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10887,2,2.91829E+15,And what city will you be flying to?,i am not sure,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",i do not know the name of the airport in new york are you still there?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10888,3,2.91829E+15,And what city will you be flying to?,i do not know,You can find out more about how offsets are calculated at <URL>,"okay, i will fly to New York City okay",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10889,2,2.91829E+15,And what city will you be flying to?,i do not know,You can find out more about how offsets are calculated at <URL>,"okay, i will fly to New York City okay",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10890,4,2.91829E+15,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",i do not know the name of the airport in new york are you still there?,I'm not sure about your departure airport. What city will you be flying from?,berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10891,2,2.91829E+15,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",i do not know the name of the airport in new york are you still there?,I'm not sure about your departure airport. What city will you be flying from?,berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10892,7,2.91829E+15,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,is it really important,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10893,2,2.91829E+15,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,is it really important,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10894,7,2.91829E+15,Hi. Thanks for testing. Please choose,why?,"That sounds like a relevant question, but I don't know the answer",;/,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10895,8,2.91829E+15,Hi. Thanks for testing. Please choose,why?,"That sounds like a relevant question, but I don't know the answer",;/,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10896,7,2.91829E+15,This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :),"why is this side effect ""happy""?",This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :),you just said that,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10897,5,2.91829E+15,This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :),"why is this side effect ""happy""?",This project is about creating a better AI assistant. Getting people to buy carbon offsets is a happy side effect :),you just said that,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10898,5,2.91829E+15,ok,hwo much will my flight emit exactly?,ok,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10899,7,2.91829E+15,ok,hwo much will my flight emit exactly?,ok,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10900,6,2.91829E+15,sounds like I'm not understanding you. sorry about that!,"so, what can you do?",I can help you buy carbon offsets for your flights,"ok, why should I do that?",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10901,1,2.91829E+15,sounds like I'm not understanding you. sorry about that!,"so, what can you do?",I can help you buy carbon offsets for your flights,"ok, why should I do that?",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10902,8,200251.0,Please go on.,NO,You are being a bit negative.,for ten years,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10903,5,200251.0,Please go on.,NO,You are being a bit negative.,for ten years,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,6,200303.0,Please go on.,sdfsdfsdfsd,Please go on.,do you smell?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10905,2,200303.0,Please go on.,sdfsdfsdfsd,Please go on.,do you smell?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10906,5,200402.0,Why do you want to make love?,No,You are being a bit negative.,yes!,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10907,2,200402.0,Why do you want to make love?,No,You are being a bit negative.,yes!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10908,5,201401.0,Do you want to be able to download i?,hi,Please go on.,nuh doi,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
10909,3,201401.0,Do you want to be able to download i?,hi,Please go on.,nuh doi,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10910,4,203148.0,You are being a bit negative.,YES I AM,You are sure?,I am positive. Are you positive also?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10911,5,203148.0,You are being a bit negative.,YES I AM,You are sure?,I am positive. Are you positive also?,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
10912,4,203250.0,Does that question interest you?,yes,You are sure?,please tell me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10913,1,203250.0,Does that question interest you?,yes,You are sure?,please tell me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10914,4,203842.0,Why do you say your company people are troubling you?,yes,You are sure?,WHO ARE YOU?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10915,6,203842.0,Why do you say your company people are troubling you?,yes,You are sure?,WHO ARE YOU?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10916,8,204144.0,Please go on.,you are a fool!,Does it please you to believe I am a fool?,Because I make an excellent website!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10917,6,204144.0,Please go on.,you are a fool!,Does it please you to believe I am a fool?,Because I make an excellent website!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10918,7,206562.0,_,I want to kill myself,Why do you want to kill yourself?,because i'm very lonely,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10919,3,206562.0,_,I want to kill myself,Why do you want to kill yourself?,because i'm very lonely,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10920,4,207231.0,"Oh, i have a boyfriend.",I want to get the Romio and junian's English play.Can you give it to me,Do you wish to want to get the romio and junians english playcan me?,i'm want to you,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10921,5,207231.0,"Oh, i have a boyfriend.",I want to get the Romio and junian's English play.Can you give it to me,Do you wish to want to get the romio and junians english playcan me?,i'm want to you,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10922,5,207582.0,Please go on.,i need to know if i'm in love,Do you wish that im in love?,no i wish i was in love,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10923,3,207582.0,Please go on.,i need to know if i'm in love,Do you wish that im in love?,no i wish i was in love,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10924,7,208296.0,Please go on.,i never see her,Can you elaborate on that?,huh,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10925,4,208296.0,Please go on.,i never see her,Can you elaborate on that?,huh,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10926,7,20851.0,Please go on.,No,You are being a bit negative.,Really.but i really think i'm being a bit positive,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10927,5,20851.0,Please go on.,No,You are being a bit negative.,Really.but i really think i'm being a bit positive,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10928,7,210092.0,Does that question interest you?,yeah,Please go on.,i have bad breath,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10929,8,210092.0,Does that question interest you?,yeah,Please go on.,i have bad breath,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,7,210676.0,Please go on.,since i entered the room i have been negative,Can you elaborate on that?,SLUT SLUT NIGGER SLUT WHORE,E.L.I.Z.A.,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
10931,8,210676.0,Please go on.,since i entered the room i have been negative,Can you elaborate on that?,SLUT SLUT NIGGER SLUT WHORE,E.L.I.Z.A.,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
10932,2,212294.0,Please go on.,won't do,Please go on.,"yes, you do",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,4,212294.0,Please go on.,won't do,Please go on.,"yes, you do",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,3,212672.0,How long have you been male?,long enough,Please go on.,hello,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10935,2,212672.0,How long have you been male?,long enough,Please go on.,hello,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,2,213776.0,Does that question interest you?,Yes.,You are sure?,"Yes,I do.How about tonight?",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10937,3,213776.0,Does that question interest you?,Yes.,You are sure?,"Yes,I do.How about tonight?",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10938,4,214075.0,_,_,_,yah i need to know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10939,3,214075.0,_,_,_,yah i need to know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10940,6,214218.0,Does that question interest you?,yes,You are sure?,I am sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10941,7,214218.0,Does that question interest you?,yes,You are sure?,I am sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,8,214542.0,_,_,_,you dont enser my kwestion,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
