tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
@user yea I see probably not posting that thing on Twitter again,0,1,0,1,1,1,1,1,0,0,1,0,0,0,12,False
@user @user @user Fortunately for me I don\'t give a fuck what you think twat features.\u2026 @URL,0,1,0,1,1,1,1,1,0,1,0,0,0,1,19,False
@user wait a second this isn\'t ching chong,0,0,1,0,0,1,0,1,0,1,1,1,0,3,9,False
What did you speed up for you twat @URL,0,0,1,0,0,1,0,0,1,1,0,0,0,2,9,False
@user Hey Riotgames I got permabanned yesterday for saying ching chong im chinese in game so I was just won… @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,1,21,False
Im brams nigger,1,1,0,1,1,0,1,1,0,1,0,0,0,2,3,False
Jose masterclass very good performance only thing that would\'ve topped it off is Jose DDTing that fucking mongy c\u2026 @URL,1,1,0,1,1,0,1,1,0,0,0,1,0,1,22,False
@user nigger = mayate,1,1,0,1,1,0,1,1,0,1,1,0,0,1,3,False
It\'s 4 in the am no sleep a nigger might be sick @user @user @user,1,1,0,1,1,0,1,1,0,1,0,0,0,1,16,False
@user One horrible fucking twat that thing.,0,1,0,0,0,1,0,0,1,1,0,0,0,1,7,False
Oh dear the mongol hordes are sweeping up from the south to rape and pillage and sack our capital. Save us Great\u2026 @URL,0,1,0,0,0,1,0,1,0,1,1,0,0,1,24,False
@user What\'s a mongoloid?,0,1,0,0,0,1,0,1,0,0,1,0,0,1,5,False
@user @user Fuckoff ching chong,1,0,0,0,0,1,0,1,0,1,0,0,0,2,5,False
mf\u2019s smoking that retard pack by the O,1,0,0,0,0,1,0,1,0,1,0,1,0,1,9,False
Definition of soup taker @URL,1,0,1,1,1,0,1,1,0,1,0,0,0,0,5,False
Hanny Lol what a wanna be nigger your so plastic you make Barbie look real,1,0,1,1,1,0,1,1,0,0,1,0,0,2,15,False
@user @user @user She isn\'t ching chong!,1,0,0,0,0,1,0,1,0,1,1,1,0,2,8,False
@user Don... You fucking made me cry you twat.,1,0,0,0,0,1,0,1,0,1,0,0,0,1,9,False
@user R word? You mean retard?,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6,False
Logic actually got Wu-Tang on a song entitled Wu-Tang Forever. Don\'t know how this vanilla wafer colored negro managed to do that.,1,0,1,1,0,1,1,1,0,0,1,0,1,2,25,False
fucking for you fat anorexic gay homophobic mexican nigger retard pig @user,1,0,1,1,0,1,1,1,0,1,0,0,0,2,12,False
It\u2019s Saturday everyone remember that beer before liquor you\u2019ve never been sicker and liquor before beer you a fucking twat man the fuck up,1,0,1,1,0,1,1,1,0,1,0,0,0,0,26,False
@user @user @user Only if we push back against leftist professors like #BillAyers writing\u2026 @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,16,False
Shorty called me a faggot cause I wouldn\u2019t respond to her lmfaoooo,0,0,1,0,1,0,0,1,0,1,0,0,0,1,13,False
@user Sigh.. And you said spic..,0,0,1,0,1,0,0,1,0,1,0,0,0,1,6,False
Wow watching the documentary I Am Evidence on sexual assault cases.. No wonder rapists believe they can do whatev… @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,20,False
He also believes slaves were immigrants. He\'s a fool and a disgrace to the injustices done by *his* gop white peop… @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,1,23,False
When meanies call you a mongol say\n\I am the child of Genghis Khan you are the child of orangutan\,0,0,1,0,1,0,0,1,0,1,0,0,0,1,21,False
@user @user Don\'t be so sensitive god you faggot,0,0,1,0,1,0,0,1,0,1,0,0,0,1,10,False
@user @user In Trump voice:\nMy friend the the chinaman is no longer with us #ChanDed,0,0,1,0,1,0,0,1,0,1,0,0,0,2,16,False
Hetero guy: faggot bet you wanna suck my dick \n\nMe: @URL,0,0,0,0,1,1,0,1,0,1,1,0,0,1,12,False
@user shet kilig!!! HAHAHA thank u my forever jowa spic girl!!! ily so much!!! #jholiyah \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f,0,1,0,0,0,1,0,1,0,1,0,0,0,1,21,False
it\u2019s clear as day that my dads stupid cunt girlfriend don\u2019t like me whoops oh well betch \ud83e\udd37\ud83c\udffb\u200d\u2640\ufe0f,0,0,0,0,1,1,0,0,1,1,0,0,0,1,26,False
@user what\'s a spic\u2014,1,0,0,0,0,1,0,1,0,1,0,0,0,1,6,False
Finished #MakingAMurderer 2. Bobby Dassey is guilty. Ken Kratz is a cunt. Kathleen Zellner is a legend. I \u2665\ufe0f Delores and Allen Avery.,1,0,1,1,1,1,0,1,0,0,1,0,0,1,24,False
@user Wtf that was gym king on me phone the little twat,0,1,0,0,0,1,0,0,1,1,0,0,0,2,12,False
@user @user Coincidentally timed with the caravan of love coming up from shithole countries pretty sure it\u2019s unrelated \ud83d\ude09,1,1,0,0,0,0,0,1,0,0,0,1,0,1,21,False
Maybe they should rebuild their own shithole countries and do as Marcus Garvey told them to.\n\nRepatriate ! @URL,0,1,1,0,0,0,0,1,0,1,0,1,0,1,19,False
\The chinaman is not the issue here Dude. I\'m talking about drawing a line in the sand Dude. Across this line yo\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,25,False
@user I cant understamd shit in ching chong,1,1,0,0,1,1,1,0,1,1,0,0,0,1,8,False
@user @user @user @user I have blocked that retard and reported account as hateful\u2026 @URL,1,1,0,0,1,1,1,1,0,1,1,1,0,1,16,False
He\u2019s just accidentally losing the series cuz he\u2019s retarded @URL,1,1,0,0,1,1,1,1,0,1,0,0,0,1,12,False
Face tattooed. Bold move alpha cunt bold move \ud83d\ude0f\ud83c\udf39\n #findomme #femdomme #tattoofetish \n@user @user @URL,1,1,0,0,1,1,1,1,0,0,1,0,0,1,20,False
@user Thanks you cunt \ud83d\udc4d,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6,False
@user Fuck off you mongy bin dipper,1,1,1,0,1,0,1,1,0,1,0,0,0,1,7,False
Some cunt wants to grab this generation by the scruff of the neck it\'s getting fucking stupid now @URL,1,1,1,0,1,0,1,1,0,1,0,0,0,1,20,False
So if you\u2019re opposed to using the word retard or retarded why would you think it\u2019s ok to use the word libtard?!,1,1,1,0,1,0,1,1,0,1,0,0,0,1,24,False
Living real white but got my soul still spic !,1,1,0,0,0,0,0,0,1,1,0,0,0,1,9,False
Matty Weir says Lil Wayne is garbage and you\u2019re a mongoloid if you listen to him,1,1,0,0,0,0,0,1,0,1,0,0,0,1,17,False
@user Hey hey hey. Watch it. You got spic kids. \ud83d\ude02. \n\n(No offense @user @user your dads just a racist bastard).,1,1,0,0,0,0,0,0,1,1,0,0,0,2,24,False
\ud83d\udc4dThey come from shithole country. Brought up in SLUMS no work no nothing. Those who are here have been deported.\u2026 @URL,1,1,0,0,0,0,0,1,0,1,0,1,0,1,23,False
@user Think you\u2019re a retard tbh the success twitters are made to automatically post from discord as many use\u2026 @URL,1,1,0,0,0,0,0,1,0,1,0,0,0,1,22,False
@user Nah. It was clearly not a joke and I don\'t know a single thing about the person and he already seems like a twat.,0,0,0,1,1,0,0,1,0,0,1,0,0,0,26,False
@user Early Gab was awesome and MAGA but it\'s just sad to see the whole thing wither and die in one giant retard moshpit of cringe.,1,1,0,1,1,1,0,1,0,1,0,0,0,1,27,False
@user Yeah I speak a bit of Japanese too ching chong bing bong egg rice he\'s fucking gone search him up,1,1,0,1,1,1,0,1,0,1,0,0,0,2,22,False
@user hmm okay in that case take care of yourself you twat,1,1,1,0,1,1,0,1,0,1,0,0,0,1,12,False
@user thanks for that win you fucking mongoloid learn to actually read and understand the rules you stupid fucking scumbag,1,1,1,0,1,1,0,0,1,1,0,1,0,2,20,False
@user is that ching chong music owo,0,1,1,1,0,1,1,1,0,1,0,0,0,1,7,False
@user nigger,1,1,1,0,1,1,0,1,0,0,0,1,0,1,2,False
Twelve hours of marathon cleaninga spic n\' span home and finally my feet up and glasses out \ud83d\ude05\ud83e\udd42 @URL,1,1,1,0,1,1,0,1,0,0,1,0,1,2,22,False
it\u2019s 2018 and I know people who are sitting in jail right now for weed. shit breaks my heart. shithole country.,1,1,1,0,1,1,0,1,0,1,0,0,0,1,22,False
Uavaihvdisnbsjshsksusbs Latino gang gang -the spic from I like it like that,0,0,0,1,1,0,0,1,0,1,0,0,0,3,12,False
I believe that it is our obligation to stand up for immigrants in this state. -@user THIS #ILGovForum,0,0,0,1,1,0,0,1,0,0,1,0,0,1,18,False
What a proper cunt blokes most likely lost a friend and colleague and these fuckers are already diving in absolute\u2026 @URL,0,1,1,0,1,1,1,1,0,1,0,0,0,0,22,False
This faggot looks like a walking HIV @URL,0,1,0,0,1,0,0,1,0,1,1,0,1,2,8,False
Getting illegal aliens to stay home in fear is a good first step. Next we hope to move onto them self-deporting in… @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,1,24,False
Stop attacking journalists science other - shithole- countries and political \enemies\. You won in 2016 it\'s 201\u2026 @URL,0,1,1,0,1,1,1,1,0,1,0,0,0,1,19,False
@user @user ima be real...you try to talk to 20000 screaming mentally retarded adults who cant even form\u2026 @URL,0,1,1,0,1,1,1,0,1,1,0,0,0,1,21,False
@user As a retard tranny spic this show is good,0,1,1,0,1,1,1,1,0,1,0,0,0,0,10,False
The whole “it’s okay to be white” thing was created to expose those who hate white people inclu… @URL,1,0,1,1,1,1,0,1,0,1,0,0,0,1,20,False
I just lagged out against a yo chill faggot fucking hell lol. We was killing them \ud83d\ude2d,1,0,1,1,1,1,0,1,0,1,0,0,0,2,18,False
she got that head like a dyke she got the head that I like\ud83e\udd2a @URL,0,0,0,1,0,1,0,1,0,1,0,0,0,2,17,False
a certainty is a prognosis: horrid and mongoloid,0,1,0,1,0,0,0,1,0,0,1,0,0,1,8,False
@user Lmaooo you cunt,1,1,0,1,1,1,0,1,0,1,0,1,0,1,4,False
@user @user eu ching chongs arent real ching chong,1,1,0,1,1,1,0,1,0,1,0,0,0,1,9,False
@user @user @user Oooft ya cunt \ud83d\ude02\ud83d\ude02 cant belive you still have the photo of it haha x,1,1,0,1,1,1,0,1,0,1,0,0,0,1,21,False
@user But you watch them fall for the happy daddy claptrap. Forgetting his vile vicious cruelty to refugees… @URL,1,0,0,0,1,0,0,1,0,1,1,0,0,1,19,False
Raise your hand if you think Puig is a twat-waffle. \u270b,0,0,1,0,1,0,0,1,0,0,1,0,0,0,12,False
christians are so retarded @URL,0,0,0,0,1,1,0,1,0,0,1,0,0,0,5,False
Flacco sounds like a fucking mongoloid out there going through his snap count,1,0,0,0,0,1,0,1,0,1,1,1,1,2,13,False
I fucking hate that lanky ginger cunt Joseph Brady,1,0,0,0,0,1,0,1,0,0,0,1,0,1,9,False
I\'m not gay I\'m a faggot so shut the fuck up.,0,0,1,0,0,1,0,1,0,1,0,0,0,1,13,False
@user @user @user I am a woman. You tool. Or do I make myself feel unsafe. How\u2019s retard.,1,1,0,1,1,1,0,1,0,1,0,0,0,2,19,False
@user dirtiest chinaman criminal lee hsien loong inciting racial hatred when his malaysian chinamen crimi\u2026 @URL,0,0,1,0,0,1,0,0,1,1,0,0,0,1,17,False
@user Barns heard them discussing the \'lecherous twat\' and mistook it for \'leftist plot\'.\n\nEasily done ....,0,0,0,0,1,1,0,1,0,1,1,0,0,1,17,False
@user @user Does \u201cshithole countries\u201d ring a bell? \u201cGood genes\u201d? \u201cBirtherism\u201d \u201cfine people on both sides\u201d,0,0,0,0,1,1,0,1,0,1,0,0,0,1,20,False
@user Come close it you shameless twat,1,1,0,1,1,0,1,0,1,0,1,0,0,1,7,False
Shut up nigger @URL,1,1,0,1,1,0,1,1,0,1,0,0,0,1,4,False
Volkan out here looking like the retarded cousin of Brian Ortega #UFCMoncton,1,1,0,1,1,0,1,1,0,1,0,0,0,1,12,False
I have a retard nearby.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,False
@user If they truly were coming to America to seek asylum they wouldn\'t be proudly waving the flags of the shithole\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,2,24,False
- \we are anonymous\ started emerging activism retard masks\n- parts of 4chan supported ideologies now and followi\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,1,19,False
\dyke\ is offensive to the gay community. #themoreyouknow,0,1,0,0,0,1,0,1,0,1,0,0,0,2,8,False
Aw nut some cunt fkn gee me a lift home,0,1,0,0,0,1,0,1,0,1,0,0,0,1,10,False
@user @user @user These specific socks and sandals are probably worth more than your whole wardrobe you mongol,0,1,0,0,0,1,0,0,1,1,0,0,0,1,18,False
\u2800\u2800\u2800\u2800\u2800\u275bspic ee\u275c,0,1,0,0,0,1,0,1,0,0,1,0,0,0,8,False
wyd afghan faggot im bored \u2014 LOOOOL. I\u2019m watching Netflix @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,2,12,False
P.spic @URL,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,False
@user still a faggot,0,0,0,1,1,0,0,0,1,1,0,1,0,1,4,False
@user @user If you are a trans male mongoloid you shouldn\'t be in a woman\'s event. Same goes t\u2026 @URL,0,0,1,0,0,1,0,0,1,1,0,1,0,1,23,False
Tbh it wouldn’t be hard to drain the refugees out of Europe. They aren’t smart. They make a lot of noise. Draw the… @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,2,26,False
Who was a twat? Gary was a twat \ud83d\ude48,0,0,1,0,0,1,0,1,0,1,0,0,0,1,10,False
Olivia you fucking retard everybody saw that video already we-,0,0,0,1,0,0,1,1,0,1,1,1,0,2,10,False
@user @user No retard he explained why it isnt drama,0,0,1,0,0,1,0,1,0,1,0,0,0,1,10,False
Going to be fasting tomorrow and the next day because im such a fat cunt,0,0,1,0,0,1,0,1,0,1,1,1,1,0,15,False
I try my hardest not to tweet about trump but lol what a cunt @URL,1,1,1,0,0,1,1,1,0,0,0,1,0,2,15,False
@user omg ching chong found the child :0 #pedohours,1,1,1,0,0,1,1,1,0,1,0,0,0,1,9,False
find the faggot\n\n\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\ud83d\udc69\n\nyou can\'t? that\'s because the faggot is\u2026 @URL,1,1,1,0,0,1,1,1,0,1,0,0,0,1,129,False
Auto watch of subhuman(?:\\W*arab)\\W*raghead by Zoe --autopull,1,1,1,0,0,1,1,1,0,1,0,0,0,2,11,False
@user Who said anything about party? He is a retard who is too entitled/stupid to figure out how to close a g\u2026 @URL,1,1,0,1,0,1,1,1,0,1,0,0,0,1,25,False
@user Boys will be boys.....until their feminazi mother’s beat the toxic masculinity out of them.,1,1,0,1,0,1,1,1,0,1,0,1,0,1,17,False
@user shut up retard,1,1,0,1,0,1,1,1,0,1,0,0,0,1,4,False
#XFactor2018 who is that twat on the panel with the plastic yank voice ? Ffs it\u2019s the most annoying sound I\u2019ve ever\u2026 @URL,1,1,0,1,0,1,1,1,0,1,0,0,0,0,25,False
Did anyone actually believe him? After just 24 hours of contemplation the faggot had already changed his mind: \It\'\u2026 @URL,1,1,0,1,0,1,1,1,0,0,1,0,0,1,21,False
@user What\u2019s worse? \u2018Orange\u2019 or his mongy celebration \ud83d\ude02,1,1,0,1,0,1,1,0,1,1,0,0,0,2,12,False
Today\'s heated debate ... who is the biggest twat of Ashley\'s appointees to run #NUFC - Llambias or Charnley,1,0,0,0,0,1,0,1,0,1,0,0,0,2,19,False
Drop Too Hard might be the next negro spiritual if it last through New Years Eve,1,0,0,0,0,1,0,1,0,0,1,0,0,2,16,False
@user i dont speak ching chong bing bong sorry,0,1,0,0,0,1,0,1,0,1,0,1,0,2,9,False
If you\u2019re white and wanna dress as a spic for Halloween go ahead I can give two shits. Real Mexicans will just laug\u2026 @URL,0,0,1,0,1,0,0,1,0,0,1,0,0,2,26,False
May blackboard @user mongol pencil @user may padpaper @user at bondpaper @user \ud83d\ude02\ud83d\ude02\u2026 @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,18,False
@user this is the most fun i\u2019ve had on twat i think he started ignoring me,0,0,1,0,1,0,0,1,0,1,0,1,0,1,17,False
representative cindy lou who a man of tremendous courage and grit may someday be recognized as a shithole countries,0,0,1,0,1,0,0,1,0,1,0,1,0,1,19,False
@user fuck you retard,0,0,1,0,1,0,0,1,0,0,0,1,0,1,4,False
@user Api bertdey kyle mongoloid Enjoy your day gbu and tc\ud83d\ude01\ud83c\udf89\ud83c\udf8a,0,0,1,0,1,0,0,1,0,0,1,1,0,1,17,False
like if you remember my iconic nigger tweet,0,0,0,1,1,0,0,1,0,1,1,1,1,1,8,False
Guess Obama is back to his home country armed with #GlobalWarming rhetoric to beat the poor country into a shithole. @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,21,False
@user @user Officers were there with a warrant to arrest the son. Get your facts straight raghead.,0,0,0,1,1,0,0,0,1,1,0,0,0,1,17,False
Only at a PWI does a black guy laugh when his white friend out right calls him a nigger.,0,1,0,1,0,0,0,1,0,0,1,0,0,2,19,False
for the past 10 years you homo faggot bitch queer nobodies loser aka everybody in the USA for the most part have\u2026 @URL,0,0,0,1,0,1,0,0,1,1,0,0,0,1,24,False
@user happy birthday cunt x,0,1,0,0,0,0,1,0,1,1,0,0,0,1,5,False
NICE! there is 17294793399273737373838282018393782 other guys! Iam a top notch retard.,0,1,0,0,0,0,1,1,0,1,0,0,0,1,11,False
\u201cBitch\u201d \u201ccunt\u201d why did I ever date someone who talks to me like that.,0,1,0,0,0,0,1,1,0,0,0,1,0,1,16,False
Me at 16: i might be g-gay but i don\u2019t like using labels we\u2019re people not clothes!\nMe now: yeah i\u2019m a fucking faggot,0,1,0,0,0,0,1,1,0,0,1,0,0,1,28,False
@user @user @user Eating meat or not - is beside any point.\nThis is cunt hunting a trophy pos\u2026 @URL,1,0,0,1,1,1,1,1,0,1,0,0,0,0,20,False
@user @user Fuck off retard,1,0,0,1,1,1,1,1,0,1,0,0,0,1,5,False
@user lmfao tell the cunt to look elsewhere then,1,1,0,0,1,1,1,1,0,0,0,1,0,2,9,False
Fukem retard,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,False
Illegal immigrants are going to destroy America. Saddest thing really.,0,1,0,0,1,0,0,1,0,0,0,1,0,1,10,False
@user @user I hate that mongoloid voice,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7,False
@user @user @user @user @user Definately receiving the twitter top twat of th\u2026 @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,0,15,False
@user @user @user @user You sound retard he was a democrat. Literally in his files moron. Your par\u2026 @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,1,20,False
..why are illegal aliens allowed to have mobile phones? @URL,0,1,0,0,1,0,0,1,0,0,0,1,0,1,10,False
@user Lmao .... you text like you talk #textimpedimentman #retard,1,0,0,1,0,0,0,1,0,1,0,0,0,1,9,False
@user Lmfaooo nigga said nigger,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5,False
@user So unfair. I need to step up my retard game.,0,1,0,0,1,0,0,1,0,1,0,0,0,1,11,False
/ Chin Chin; I\'m surprised he could even GET a gf\n\nAmanda: yeah well fuck u u fucking burnt turd faggot we\'ve almos\u2026 @URL,0,1,0,1,1,1,1,1,0,1,0,0,0,1,27,False
\u201cYou need to tell him you\u2019ll eat his asshole. If he likes that then he\u2019s a faggot\u201d - Kelsi\u2019s advice on how to get a man to leave you alone,0,1,0,1,1,1,1,1,0,1,0,0,0,1,33,False
@user these dudes once started pulling their eyes back and started yelling ching chong at me once. i was outraged,0,1,0,1,1,1,1,1,0,1,0,0,0,1,20,False
I’m on the 3rd floor omg I just heard someone calling another person a nigger omg is everything okay down there,1,0,0,1,0,0,0,1,0,1,0,0,0,1,22,False
if you can\u2019t jam to my spic music ion want you,1,0,0,1,0,0,0,1,0,0,1,1,0,2,12,False
My Grandma did not teach her children Spanish for the same reason most immigrants refuse to learn/speak English fe… @URL,0,0,1,0,1,0,0,1,0,1,1,0,0,2,21,False
There are shithole countries that I\u2019d never visit even if I was paid millions. Savage backward inhumane bastards\u2026 @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,1,21,False
@user Obviously some cunt who doesn\u2019t even know his own teams history,0,0,1,0,1,0,0,1,0,1,0,0,0,1,13,False
@user @user thank u spic,0,0,1,0,1,0,0,1,0,0,0,1,0,2,5,False
@user spic,0,1,0,0,1,0,0,1,0,0,1,0,0,2,2,False
@user in his 50s \ud83d\ude2d @URL,0,1,0,0,1,0,0,1,0,1,1,1,0,1,7,False
Liberals:\n\u201cLet\u2019s preserve the rain forest\u201d \ud83c\udf33 \n\u201cLet\u2019s save the whales\u201d \ud83d\udc0b \n\u201cDon\u2019t disrespect \u2018shithole\u2019 countries\u201d\n\nA\u2026 @URL,0,1,0,0,1,0,0,1,0,0,1,0,0,2,32,False
\u201cThis is the good name of Manchester Utd\u201d full fume from hairy hands @user the mongy burk.,1,0,0,1,0,0,0,1,0,1,1,1,1,1,18,False
yes it will bc i told you that im deactivating this fucking faggot,1,0,0,1,0,0,0,0,1,1,0,0,0,2,13,False
@user Wow Middle East Africa and South Asia? All the shithole countries are gathered together to walk a thou\u2026 @URL,0,1,0,0,0,1,0,0,1,1,1,1,1,2,21,False
Such a twat @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,2,4,False
i cant possibly imagine stepping under a 6 plate bench lmfao. retarded. my chest would explode. \ud83d\ude02,0,1,0,0,0,1,0,1,0,1,0,0,0,1,18,False
Hey twitter nigger shit me down you fuckibg bitch!!! Fucking democratic libtard nigger lover!!!!!,0,1,0,0,0,1,0,1,0,0,1,1,0,1,14,False
Once i get comfortable around you your gonna think my ass is retarded,0,1,0,0,0,1,0,1,0,1,1,1,1,1,13,False
@user One chromosome too many\nMongoloid he was a mongoloid\nAnd it determined what he could see\nAnd he wore\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,1,22,False
@user you look like the mongoloid version of Young Dolph.,0,1,0,0,0,1,0,1,0,1,1,1,0,1,10,False
@user @user @user If you can\u2019t say anything that doesn\u2019t stem from \u201cORANGE MAN. BAD\u201d as your mongoloi\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,1,23,False
@user @user back of the battle bus nigger,0,1,0,0,0,1,0,1,0,1,0,0,0,3,8,False
We have some fucking retarded fans. Durrr JG lost this game because our defense couldn\'t stop them...durrrr,0,1,0,0,0,1,0,1,0,1,0,0,0,1,19,False
@user This beautiful life... ching chong ling long,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,False
Hey man full offense it\u2019s fucking Shabbat so like it\u2019s double no gun zone fucking twat @URL,0,1,0,0,0,1,0,1,0,0,0,1,0,0,19,False
Why don\'t you worry about the BULLSHIT going on in your godforsaken shithole of a country and leave us alone to ca\u2026 @URL,0,1,0,0,0,1,0,0,1,0,0,1,0,1,25,False
me: h\noomf: retweet my last tweet faggot @URL,1,1,0,1,1,1,0,1,0,1,0,0,0,1,9,False
lol these new spic rappers different,1,1,0,1,1,1,0,1,0,1,0,0,0,1,6,False
@user @user Hey retard there were 4 and they were all injured not killed,1,1,0,1,1,1,0,1,0,1,0,0,0,1,14,False
It\'s not a weapon of war you retard I can shoot a Glock as fast as an ArmaLite rifle (AR). @URL,1,1,0,1,1,1,0,1,0,1,0,0,0,1,22,False
@user it’s NEVER okay to be white what are they even thinking making this poll,0,1,0,1,0,0,0,1,0,1,0,0,0,2,16,False
Austin bought ME chocolates... and this negro ate them. Where they do that at?,0,1,0,1,0,0,0,1,0,0,0,1,0,1,14,False
@user Fuck off you dumb cunt,0,1,0,1,0,0,0,0,1,1,0,0,0,1,6,False
But I actually called you a dirty jew,0,1,0,0,0,1,0,1,0,1,0,1,0,0,8,False
“and don’t forget i’m a negro /,0,0,0,0,1,1,0,1,0,1,0,0,0,1,8,False
she has me smiling like a retard \ud83d\ude11\ud83e\udd2a @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,1,12,False
Is it just me or does it appear that the mad bomber had his van all cleaned up spic-and-span for when he got arrested?,0,0,1,0,0,1,0,1,0,1,0,0,0,0,26,False
Rondo is retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,0,0,1,0,0,1,0,1,0,1,0,1,0,2,13,False
I can\u2019t believe I have to travel to this shithole fucking country next week,0,0,1,0,0,1,0,1,0,1,0,1,0,1,15,False
@user well did you call it a faggot back?,0,1,0,0,0,1,0,1,0,0,0,1,0,1,9,False
Let the record show the cunt @user fell asleep at 10pm on the weekends...smh,0,1,0,0,0,1,0,1,0,1,1,1,0,1,15,False
Is he fucking retarded,0,1,0,0,0,1,0,1,0,1,0,0,0,1,4,False
Los and quise are fucking retarded,1,1,1,1,0,1,0,1,0,1,0,0,0,1,6,False
Fact: if your boyfriend is a cunt to your mates and you allow it you\u2019re an even bigger cunt.,1,1,0,1,1,1,0,1,0,1,1,1,1,1,20,False
@user @user This cunt rude Yessi ignore her\ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f\ud83d\ude02,0,0,0,0,1,1,0,1,0,1,0,0,0,1,17,False
@user @user @user Florida is a shithole and the armpit of the United States. If it weren\u2019t for the Gulf\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,1,23,False
Feed the twat to the lions. @URL,0,1,1,0,0,0,0,1,0,0,0,1,0,1,7,False
@user monster tomate un buen spic,0,1,1,0,0,0,0,1,0,1,0,0,0,1,6,False
@user When u start taking twitter seriously is when you really start becoming a faggot Tib.,0,1,1,0,0,0,0,1,0,1,0,0,0,1,16,False
@user Nigga u retarded?,0,1,0,0,0,1,0,1,0,1,0,0,0,1,4,False
@user Yeah. You’re scamming yourself with that punk ass psych degree you nigger woman.,0,1,0,0,0,1,0,0,1,1,0,0,0,2,15,False
if i go on facebook n see one more twat doing blackface i might just scream,0,1,0,1,0,0,0,1,0,1,0,0,0,1,16,False
i cant believe i fell in love with a girl that calls me a faggot \ud83d\ude02,0,1,0,1,0,0,0,1,0,0,1,1,0,1,17,False
@user Dms faggot,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,False
\ud83d\ude2d Trump definitely retarded,0,1,0,1,0,0,0,1,0,1,0,1,0,1,5,False
I\'m a pussy boy\nWomen are just toyyysss\nI\'m a spastic\nIt\'s cybertastic\nYou can suck my dick\nOnly aqw for the spic\nI\u2026 @URL,0,1,0,1,0,0,0,1,0,1,0,0,0,1,29,False
Bigot is Old English (&amp;German) that means by God. By God Im a bigot.I aint afraid of filthy faggot queers.I love my\u2026 @URL,1,1,0,0,0,0,0,1,0,1,0,0,0,1,27,False
@user Like..... they\u2019re fuckin retarded just like their leader,1,1,1,0,1,1,0,1,0,1,1,1,0,1,10,False
This was the talk according to Cristiano during this challenge:\nKoke:\You\'re a faggot\\nCristiano:\I\'m a billionaire\ @URL,1,1,1,0,1,1,0,1,0,1,0,0,0,1,21,False
